"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"54000","West Virginia","513","          Primary metal manufacturing",4371
"54000","West Virginia","514","          Fabricated metal product manufacturing",4856
"54000","West Virginia","515","          Machinery manufacturing",2161
"54000","West Virginia","516","          Computer and electronic product manufacturing",915
"54000","West Virginia","517","          Electrical equipment, appliance, and component manufacturing","(D)"
"54000","West Virginia","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"54000","West Virginia","519","          Other transportation equipment manufacturing",2395
"54000","West Virginia","521","          Furniture and related product manufacturing",1528
"54000","West Virginia","522","          Miscellaneous manufacturing",1576
"54000","West Virginia","530","        Nondurable goods manufacturing",19448
"54000","West Virginia","531","          Food manufacturing",3446
"54000","West Virginia","532","          Beverage and tobacco product manufacturing",532
"54000","West Virginia","533","          Textile mills","(D)"
"54000","West Virginia","534","          Textile product mills","(D)"
"54000","West Virginia","535","          Apparel manufacturing",190
"54000","West Virginia","536","          Leather and allied product manufacturing",52
"54000","West Virginia","537","          Paper manufacturing",491
"54000","West Virginia","538","          Printing and related support activities",1338
"54000","West Virginia","539","          Petroleum and coal products manufacturing",726
"54000","West Virginia","541","          Chemical manufacturing",9050
"54000","West Virginia","542","          Plastics and rubber products manufacturing",3440
"54000","West Virginia","600","      Wholesale trade",22336
"54000","West Virginia","700","      Retail trade",102109
"54000","West Virginia","701","        Motor vehicle and parts dealers",13495
"54000","West Virginia","702","        Furniture and home furnishings stores",1832
"54000","West Virginia","703","        Electronics and appliance stores",2024
"54000","West Virginia","704","        Building material and garden equipment and supplies dealers",8476
"54000","West Virginia","705","        Food and beverage stores",12869
"54000","West Virginia","706","        Health and personal care stores",7243
"54000","West Virginia","707","        Gasoline stations",9911
"54000","West Virginia","708","        Clothing and clothing accessories stores",5156
"54000","West Virginia","709","        Sporting goods, hobby, musical instrument, and book stores",4094
"54000","West Virginia","711","        General merchandise stores",19792
"54000","West Virginia","712","        Miscellaneous store retailers",8099
"54000","West Virginia","713","        Nonstore retailers",9118
"54000","West Virginia","800","      Transportation and warehousing",29721
"54000","West Virginia","801","        Air transportation",270
"54000","West Virginia","802","        Rail transportation",1996
"54000","West Virginia","803","        Water transportation",371
"54000","West Virginia","804","        Truck transportation",11124
"54000","West Virginia","805","        Transit and ground passenger transportation",2142
"54000","West Virginia","806","        Pipeline transportation",954
"54000","West Virginia","807","        Scenic and sightseeing transportation",130
"54000","West Virginia","808","        Support activities for transportation",2298
"54000","West Virginia","809","        Couriers and messengers",4245
"54000","West Virginia","811","        Warehousing and storage",6191
"54000","West Virginia","900","      Information",10096
"54000","West Virginia","901","        Publishing industries (except Internet)",3088
"54000","West Virginia","902","        Motion picture and sound recording industries",731
"54000","West Virginia","903","        Broadcasting (except Internet)",1591
"54000","West Virginia","904","        Internet publishing and broadcasting 3/","(NA)"
"54000","West Virginia","905","        Telecommunications",3230
"54000","West Virginia","906","        Data processing, hosting, and related services",1325
"54000","West Virginia","907","        Other information services 3/",131
"54000","West Virginia","1000","      Finance and insurance",26511
"54000","West Virginia","1001","        Monetary Authorities-central bank","(D)"
"54000","West Virginia","1002","        Credit intermediation and related activities",9456
"54000","West Virginia","1003","        Securities, commodity contracts, and other financial investments and related activities",4825
"54000","West Virginia","1004","        Insurance carriers and related activities",11719
"54000","West Virginia","1005","        Funds, trusts, and other financial vehicles","(D)"
"54000","West Virginia","1100","      Real estate and rental and leasing",26931
"54000","West Virginia","1101","        Real estate",23768
"54000","West Virginia","1102","        Rental and leasing services",3133
"54000","West Virginia","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",30
"54000","West Virginia","1200","      Professional, scientific, and technical services",40760
"54000","West Virginia","1300","      Management of companies and enterprises",7730
"54000","West Virginia","1400","      Administrative and support and waste management and remediation services",44865
"54000","West Virginia","1401","        Administrative and support services",41891
"54000","West Virginia","1402","        Waste management and remediation services",2974
"54000","West Virginia","1500","      Educational services",13242
"54000","West Virginia","1600","      Health care and social assistance",126502
"54000","West Virginia","1601","        Ambulatory health care services",47151
"54000","West Virginia","1602","        Hospitals",39059
"54000","West Virginia","1603","        Nursing and residential care facilities",18473
"54000","West Virginia","1604","        Social assistance",21819
"54000","West Virginia","1700","      Arts, entertainment, and recreation",14954
