"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"90201","City of Turlock","Average Weekday",592,2164
"90201","City of Turlock","Weekend",130,386
"90205","City of Elk Grove","Annual Total",783569,6580950
"90205","City of Elk Grove","Average Weekday",3072,25989
"90205","City of Elk Grove","Weekend",276,1574
"90206","San Luis Obispo Regional Transit Authority","Annual Total",1118793,12413005
"90206","San Luis Obispo Regional Transit Authority","Average Weekday",3901,43534
"90206","San Luis Obispo Regional Transit Authority","Weekend",2490,26440
"90208","Butte County Association of Governments","Annual Total",1247667,5955234
"90208","Butte County Association of Governments","Average Weekday",4520,21346
"90208","Butte County Association of Governments","Weekend",1885,11668
"90209","Valley Metro Rail, Inc.","Annual Total",15786911,113208491
"90209","Valley Metro Rail, Inc.","Average Weekday",47893,334106
"90209","Valley Metro Rail, Inc.","Weekend",67001,521540
"90211","Anaheim Transportation Network","Annual Total",9631356,19086458
"90211","Anaheim Transportation Network","Average Weekday",25321,49224
"90211","Anaheim Transportation Network","Weekend",58440,120583
"90213","City of Petaluma","Annual Total",340410,946834
"90213","City of Petaluma","Average Weekday",1233,3461
"90213","City of Petaluma","Weekend",530,1388
"90214","City of Redondo Beach","Annual Total",375545,1506913
"90214","City of Redondo Beach","Average Weekday",1293,5065
"90214","City of Redondo Beach","Weekend",864,3731
"90215","Carson Area Metropolitan Planning Organization","Annual Total",223348,0
"90217","City of Manteca","Annual Total",61679,0
"90218","Riverside County Transportation Commission","Annual Total",13474,490827
"90218","Riverside County Transportation Commission","Average Weekday",298,10803
"90218","Riverside County Transportation Commission","Weekend",33,1413
"90219","Northern Arizona Intergovernmental Public Transportation Authority","Annual Total",2471301,8117447
"90219","Northern Arizona Intergovernmental Public Transportation Authority","Average Weekday",8306,27021
"90219","Northern Arizona Intergovernmental Public Transportation Authority","Weekend",6247,22141
"90220","City of Folsom","Annual Total",89802,0
"90222","Pima Association of Governments","Annual Total",55025,2532310
"90222","Pima Association of Governments","Average Weekday",208,9551
"90222","Pima Association of Governments","Weekend",23,1053
"90223","Paratransit, Inc.","Annual Total",413386,3911583
"90223","Paratransit, Inc.","Average Weekday",1173,12002
"90223","Paratransit, Inc.","Weekend",1207,10675
"90225","San Francisco Bay Area Water Emergency Transportation Authority","Annual Total",2844400,42864299
"90225","San Francisco Bay Area Water Emergency Transportation Authority","Average Weekday",9125,139577
"90225","San Francisco Bay Area Water Emergency Transportation Authority","Weekend",9501,133084
"90226","Imperial County Transportation Commission","Annual Total",812532,8830401
"90226","Imperial County Transportation Commission","Average Weekday",2913,32082
"90226","Imperial County Transportation Commission","Weekend",1531,16737
"90227","City of Moorpark","Annual Total",50714,0
"90229","El Dorado County Transit Authority","Annual Total",372044,6801000
"90229","El Dorado County Transit Authority","Average Weekday",1443,26797
"90229","El Dorado County Transit Authority","Weekend",73,625
"90230","California Vanpool Authority","Annual Total",3173836,126495990
"90230","California Vanpool Authority","Average Weekday",10161,411629
"90230","California Vanpool Authority","Weekend",10300,424720
"90232","Solano County Transit","Annual Total",1377287,11248452
"90232","Solano County Transit","Average Weekday",4887,39539
"90232","Solano County Transit","Weekend",2581,22959
"90233","Yuma County Intergovernmental Public Transportation Authority","Annual Total",510027,6788699
"90233","Yuma County Intergovernmental Public Transportation Authority","Average Weekday",1908,24580
"90233","Yuma County Intergovernmental Public Transportation Authority","Weekend",555,10455
"90234","Marin County Transit District","Annual Total",3099687,13053770
"90234","Marin County Transit District","Average Weekday",9480,38560
"90234","Marin County Transit District","Weekend",12321,55837
"90236","Stanislaus County dba: Stanislaus Regional Transit","Annual Total",352690,0
"90238","City of Delano","Annual Total",101679,0
"90239","City of Sierra Vista","Annual Total",146606,0
"90241","County of Maui","Annual Total",2222757,20618030
"90241","County of Maui","Average Weekday",6485,56057
"90241","County of Maui","Weekend",10145,101774
"90243","Easy Lift Transportation","Annual Total",71579,0
"90244","City of Tulare","Annual Total",306079,1348326
"90244","City of Tulare","Average Weekday",1022,4454
"90244","City of Tulare","Weekend",877,3886
"90246","City of Agoura Hills","Annual Total",9014,0
"90247","City of Alhambra","Annual Total",482015,0
"90249","City of Avalon","Annual Total",47765,0
"90250","City of Azusa","Annual Total",35321,0
"90251","City of Baldwin Park","Annual Total",125899,0
"90252","City of Bell","Annual Total",53155,0
"90253","City of Bell Gardens","Annual Total",177358,0
"90254","City of Bellflower","Annual Total",83231,0
"90255","City of Beverly Hills","Annual Total",11012,0
"90256","City of Burbank","Annual Total",221615,0
"90257","City of Calabasas","Annual Total",101028,0
"90258","City of Carson","Annual Total",290743,0
"90259","City of Cerritos","Annual Total",137021,0
"90260","City of Compton","Annual Total",86872,0
"90261","City of Covina","Annual Total",19258,0
"90262","City of Cudahy","Annual Total",122433,0
"90263","City of Downey","Annual Total",144333,0
"90264","City of Duarte","Annual Total",164181,0
"90265","City of El Monte","Annual Total",559289,0
"90266","City of Glendora","Annual Total",62473,0
"90268","City of Inglewood","Annual Total",51858,0
"90269","Los Angeles County Dept. of Public Works - Athens Shuttle Service","Annual Total",67608,0
"90270","Los Angeles County Department of Public Works - Avocado Heights","Annual Total",36766,0
"90271","Los Angeles County Department of Public Works - East L.A.","Annual Total",906289,0
"90272","Los Angeles County Department of Public Works - East Valinda","Annual Total",44598,0
"90273","Los Angeles County Dept. of Public Works - Florence-Firestone","Annual Total",227718,0
"90274","Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service","Annual Total",71835,0
"90275","Los Angeles County Dept. of Public Works - Lennox Shuttle","Annual Total",84218,0
"90276","Los Angeles County Department of Public Works - South Whittier","Annual Total",258283,0
"90277","Los Angeles County Department of Public Works - Whittier","Annual Total",31127,0
"90278","Los Angeles County Dept. of Public Works - Willowbrook Shuttle","Annual Total",63572,0
"90279","Los Angeles County Dept. of Public Works - Willowbrook et al.","Annual Total",6053,0
"90280","City of Lawndale","Annual Total",63003,0
"90281","City of Lynwood","Annual Total",196547,0
"90282","City of Malibu","Annual Total",5287,0
"90283","City of Manhattan Beach","Annual Total",25963,0
"90284","City of Maywood","Annual Total",104067,0
"90285","City of Monrovia","Annual Total",31362,0
"90286","City of Monterey Park","Annual Total",269237,0
"90287","Palos Verdes Peninsula Transit Authority","Annual Total",162199,0
"90288","City of Pico Rivera","Annual Total",8166,0
"90289","City of Rosemead","Annual Total",77204,0
"90290","City of Santa Fe Springs","Annual Total",6483,0
"90291","City of South Gate","Annual Total",376583,0
"90292","City of South Pasadena","Annual Total",9703,0
"90293","City of West Covina","Annual Total",63870,0
"90294","City of West Hollywood","Annual Total",102939,0
"90295","City of Whittier","Annual Total",66420,0
"90296","City of Claremont","Annual Total",31862,0
"90297","San Luis Obispo Council of Governments","Annual Total",20378,0
"90298","County of Ventura","Annual Total",79613,0
"90299","Sonoma-Marin Area Rail Transit District","Annual Total",636029,16174174
"90299","Sonoma-Marin Area Rail Transit District","Average Weekday",2489,59233
"90299","Sonoma-Marin Area Rail Transit District","Weekend",2142,54454
"90300","City of Artesia","Annual Total",9753,0
"90301","City of Lakewood","Annual Total",15614,0
"91092","Tahoe Transportation District","Annual Total",643594,2332131
"91092","Tahoe Transportation District","Average Weekday",1644,7227
"91092","Tahoe Transportation District","Weekend",4149,11724
"95","Lummi Nation","Annual Total",15212,0
"99256","Susanville Indian Rancheria","Annual Total",1226,0
"99262","Yurok Tribe","Annual Total",25067,0
"99286","San Carlos Apache Tribe","Annual Total",68573,0
"99292","Blue Lake Rancheria","Annual Total",13182,0
"99298","Havasupai Tribe","Annual Total",878,0
"99316","Chemehuevi Indian Tribe","Annual Total",458725,0
"99328","Yavapai-Apache Nation","Annual Total",9539,0
"99334","White Mountain Apache Tribe","Annual Total",6027,0
"99340","Kaibab Band of Paiute Indians","Annual Total",4155,0
"99358","Morongo Band of Mission Indians","Annual Total",2638,0
"99364","North Fork Rancheria of Mono Indians of California","Annual Total",3226,0
"99376","Salt River Pima-Maricopa Indian Community","Annual Total",24516,0
"99382","Hopi Tribe","Annual Total",23463,0
"99394","Elko Band Council","Annual Total",3549,0
"99406","Pyramid Lake Paiute Tribe","Annual Total",4097,0
"99422","San Joaquin Council","Annual Total",84645,3839997
"99422","San Joaquin Council","Average Weekday",383,17387
"99422","San Joaquin Council","Weekend",54,2368
"99423","City of Glendale","Annual Total",1549527,3554368
"99423","City of Glendale","Average Weekday",5602,13143
"99423","City of Glendale","Weekend",2404,4101
"99424","City of Pasadena","Annual Total",1623249,3051896
"99424","City of Pasadena","Average Weekday",5869,11180
"99424","City of Pasadena","Weekend",2754,4298
"99425","Pomona Valley Transportation Authority","Annual Total",164482,824272
"99425","Pomona Valley Transportation Authority","Average Weekday",324,1663
"99425","Pomona Valley Transportation Authority","Weekend",121,559
"99433","Hualapai Indian Tribe","Annual Total",61119,0
"99436","Gila River Indian Community","Annual Total",25651,0
"9R01-60208","Greyhound Lines, Inc.","Annual Total",12829,0
"9R01-91001","City of Show Low","Annual Total",187957,0
"9R01-91010","City of Cottonwood","Annual Total",165099,0
"9R01-91016","Helping Hands Agency, Inc.","Annual Total",25157,0
"9R01-91037","City of Bullhead","Annual Total",171034,0
"9R01-91052","City of Douglas","Annual Total",60047,0
"9R01-91069","Town of Miami","Annual Total",14366,0
"9R01-91075","City of Kingman","Annual Total",107676,0
"9R01-91096","City of Coolidge","Annual Total",31452,0
"9R01-91106","City of Maricopa","Annual Total",4601,0
"9R01-91114","City of Benson","Annual Total",15014,0
"9R01-91121","City of Bisbee","Annual Total",38136,0
"9R01-91122","Regional Transportation Authority of Pima County","Annual Total",92947,0
"9R01-99419","Yavapai Regional Transit","Annual Total",8636,0
"9R01-99435","Prescott Whipple Stage and Transit","Annual Total",4014,0
"9R01-99437","Town of Quartzsite","Annual Total",4797,0
"9R02-60208","Greyhound Lines, Inc.","Annual Total",18996,0
"9R02-90216","County of Sacramento Municipal Services Agency Department of Transportation","Annual Total",103992,0
"9R02-91000","Amador Regional Transit System","Annual Total",72324,0
"9R02-91002","City of Corcoran","Annual Total",34151,0
"9R02-91005","Madera County","Annual Total",31036,0
"9R02-91006","City of Ridgecrest","Annual Total",12151,0
"9R02-91007","Fresno County Rural Transit Agency","Annual Total",377397,0
"9R02-91008","Modoc Transportation Agency","Annual Total",13251,0
"9R02-91009","San Benito County LTA","Annual Total",123452,0
"9R02-91012","Mountain Area Regional Transit Authority","Annual Total",179240,0
"9R02-91014","City of Rio Vista","Annual Total",10409,0
"9R02-91018","City of Arcata","Annual Total",215244,0
"9R02-91020","City of Needles","Annual Total",23780,0
"9R02-91027","City of Arvin","Annual Total",80606,0
"9R02-91028","City of Solvang","Annual Total",35444,0
"9R02-91032","City of Auburn","Annual Total",38669,0
"9R02-91035","Trinity County","Annual Total",14048,0
"9R02-91036","Humboldt Transit Authority","Annual Total",546270,0
"9R02-91038","Sierra County Transportation Commission","Annual Total",3194,0
"9R02-91040","CIty of Dinuba","Annual Total",36165,0
"9R02-91041","City of Dixon","Annual Total",63843,0
"9R02-91043","City of Guadalupe","Annual Total",86060,0
"9R02-91047","Mendocino Transit Authority","Annual Total",328386,0
"9R02-91048","County of Siskiyou","Annual Total",55104,0
"9R02-91053","Lake Transit Authority","Annual Total",319081,0
"9R02-91055","Tulare County Area Transit","Annual Total",297243,0
"9R02-91057","Tuolumne County Transit","Annual Total",102324,0
"9R02-91058","City of Ojai","Annual Total",88236,0
"9R02-91059","Kern Regional Transit","Annual Total",389751,0
"9R02-91062","Eastern Sierra Transit Authority","Annual Total",1075093,0
"9R02-91063","Calaveras County Department of Public Works","Annual Total",39188,0
"9R02-91066","City of Taft","Annual Total",33734,0
"9R02-91070","Yosemite Area Regional Transportation System","Annual Total",120730,0
"9R02-91071","City of Chowchilla","Annual Total",15337,0
"9R02-91074","City of Tehachapi","Annual Total",6368,0
"9R02-91078","City of Escalon","Annual Total",3262,0
